device=NEXAR_W1C_EN-v3.3.48; sn=WC731111130738; vsn=PvBAJ7gl01vebdGYA5WQ; cpuid=74107910c500382c1050; wifimac=30:7b:c9:3e:96:1e; trip=0000NAWqLaM9W3q; timezone=0; time=1659777469,252; gsensor=-1|1,-0.549102,-0.072510,0.366458,-3|3,6,0,-1|bmi160; gyro=-1|1,-0.408163,-0.128173,-0.548780|0,6
1659777468474806|G:1.326388,10.601525,-0.220267,0,0.487805,1.707317,1.097561,246928928,61.14
1659777468515157|G:1.144428,10.419566,0.052672,0,1.097561,1.768293,0.975610,246969056,61.14
1659777468553586|G:2.092532,10.218452,0.316035,0,1.646341,1.890244,2.926829,247006816,61.14
1659777468593592|G:0.957681,10.247183,0.277727,0,1.524390,1.524390,0.975610,247046128,61.14
1659777468647838|G:1.723825,9.988609,0.407014,0,1.280488,1.707317,3.475610,247099008,61.14
1659777468682654|G:1.149217,10.165780,0.258574,0,1.402439,1.524390,2.317073,247129824,61.14
1659777468715336|G:1.005565,10.275913,0.373495,0,0.914634,1.524390,1.829268,247165696,61.14
1659777468763886|G:1.575385,10.472239,0.426168,0,0.487805,1.890244,3.048780,247213120,61.14
1659777468808802|G:0.895431,10.314221,0.521936,0,-0.243902,1.707317,1.402439,247257504,61.14
1659777468838252|G:0.636858,10.108319,0.359130,0,-0.670732,1.890244,2.012195,247286448,61.14
1659777468883938|G:1.326388,10.692505,-0.349553,0,-0.365854,2.012195,1.463415,247331056,61.14
1659777468923899|G:1.426944,10.587160,0.292093,0,-0.792683,1.951220,1.036585,247370288,61.14
1659777468963901|G:1.230620,10.232818,0.081403,0,0.731707,2.012195,1.585366,247409600,61.14
1659777469008829|G:1.273715,10.457873,0.067038,0,0.792683,1.951220,1.646341,247454032,61.14
1659777469046472|G:0.948104,10.223241,0.143652,0,1.402439,1.707317,1.036585,247489312,61.14
1659777469083953|G:1.656788,10.338163,0.349553,0,1.463415,1.707317,2.439024,247527536,61.14
1659777469123912|G:0.986411,10.108319,0.287304,0,1.341463,1.524390,1.280488,247566768,61.14
1659777469163921|G:0.656011,10.007763,0.253785,0,1.158537,1.829268,0.548781,247606080,61.14
1659777469208789|G:0.948104,10.419566,0.574608,0,0.670732,1.829268,0.426829,247650432,61.14
1659777469244617|G:1.489193,10.453085,0.253785,0,0.487805,1.829268,1.341463,247685600,61.14
1659777469283794|G:0.344765,10.223241,0.014365,0,0.121951,1.646341,-0.609756,247723936,61.14
1659777469338322|G:1.493982,10.539276,0.272939,0,0.060976,2.256098,0.792683,247777680,61.14
1659777469373580|G:1.474828,10.639832,0.316035,0,0.182927,1.951220,-0.365854,247812320,61.14
1659777469408473|G:1.101333,10.012551,0.234632,0,0.609756,2.012195,0.121951,247846240,61.14
1659777469454112|G:1.474828,10.515334,0.210690,0,0.182927,2.012195,1.036585,247891456,61.14
1659777469487956|G:0.737414,10.165780,0.172383,0,0.670732,1.829268,-0.487805,247923968,61.17
1659777469538357|G:1.436521,10.079589,0.177171,0,1.097561,1.951220,1.036585,247974176,61.17
1659777469580848|G:1.618480,10.290278,0.497994,0,0.487805,1.829268,0.792683,248015936,61.17
1659777469613918|G:0.909797,10.137050,0.483629,0,0.121951,1.585366,0.121951,248048384,61.17
1659777469653583|G:1.546654,10.093954,0.512359,0,-0.609756,1.768293,1.280488,248087392,61.17
1659777469693690|G:1.086968,10.189722,-0.009577,0,-0.792683,1.158537,-0.243902,248126768,61.17
1659777469737434|G:0.799663,10.199299,0.138864,0,-0.731707,1.158537,-0.975610,248169760,61.17
1659777469773597|G:1.996764,10.740389,0.129287,0,-0.609756,1.341463,0.060976,248205280,61.17
1659777469814292|G:0.928950,10.199299,0.220267,0,-0.609756,0.548781,-2.195122,248244560,61.17
1659777469856754|G:2.178724,10.424355,-0.067038,0,-0.304878,0.975610,0.792683,248286992,61.17
1659777469893560|G:0.890643,10.290278,-0.268151,0,0.426829,0.304878,-2.256098,248323136,61.17
1659777469938357|G:1.685518,10.572795,-0.177171,0,0.426829,0.670732,-0.426829,248367136,61.17
1659777469976187|G:2.140416,10.601525,-0.028730,0,0.792683,0.731707,-0.365854,248403984,61.17
1659777470023835|G:1.110910,10.079589,0.268151,0,1.402439,0.426829,-0.426829,248450864,61.17
1659777470063765|G:1.077391,10.141838,0.703895,0,0.914634,0.487805,-0.426829,248490144,61.17
1659777470109383|G:2.322376,10.462662,0.124498,0,2.012195,0.487805,0.548781,248535136,61.17
1659777470137673|G:1.422156,10.089166,0.407014,0,0.975610,0.365854,-0.487805,248562912,61.17
1659777470178902|G:1.589750,10.242394,0.095768,0,0.731707,0.548781,0.670732,248603232,61.17
1659777470223761|G:1.043872,10.017340,0.536301,0,-0.182927,0.487805,-0.609756,248647312,61.17
1659777470263753|G:1.522712,10.381259,0.521936,0,-0.731707,0.792683,0.426829,248686576,61.17
1659777470306625|G:1.541866,10.184934,0.569820,0,-1.158537,0.426829,0.243902,248728896,61.17
1659777470343879|G:1.034295,10.218452,0.205901,0,-0.670732,0.365854,-0.609756,248765200,61.17
1659777470383850|G:1.790863,10.357317,0.172383,0,-0.731707,0.792683,0.121951,248804560,61.17
1659777470423801|G:2.039860,10.381259,0.248997,0,-0.853659,0.670732,0.487805,248843792,61.17
1659777470463745|G:1.312023,9.964667,0.268151,0,-0.487805,0.487805,0.304878,248883056,61.17
1659777470509742|G:1.699883,10.347740,0.746991,0,-0.792683,0.731707,0.609756,248928064,61.17
1659777470543880|G:1.963245,10.319010,0.363919,0,0.365854,0.609756,1.158537,248961680,61.17
1659777470593597|G:1.316811,9.883265,0.138864,0,0.304878,0.304878,1.097561,249010784,61.17
1659777470647847|G:1.532289,10.065224,0.368707,0,-0.487805,0.426829,1.341463,249063792,61.17
1659777470673674|G:1.584962,10.371682,0.818817,0,-0.670732,0.304878,1.158537,249089456,61.17
1659777470718047|G:1.407791,10.074800,0.565032,0,0.182927,0.304878,0.975610,249133056,61.17
1659777470753597|G:1.580173,10.060435,0.359130,0,-0.609756,0.609756,0.975610,249168000,61.17
1659777470793590|G:1.757344,10.180145,0.660800,0,-1.646341,0.975610,1.524390,249207264,61.17
1659777470843164|G:1.747767,10.338163,0.536301,0,-1.036585,0.792683,2.195122,249252464,61.17
1659777470873684|G:1.934515,10.280702,0.421380,0,-0.975610,0.609756,2.804878,249285936,61.17
