device=NEXAR_W1C_EN-v3.3.48; sn=WC731111130738; vsn=PvBAJ7gl01vebdGYA5WQ; cpuid=74107910c500382c1050; wifimac=30:7b:c9:3e:96:1e; trip=0000NAWqLaM9W3q; timezone=0; time=1659777286,69; gsensor=-1|1,-0.549102,-0.072510,0.366458,-3|3,6,0,-1|bmi160; gyro=-1|1,-0.408163,-0.128173,-0.548780|0,6
1659777285456996|G:0.320823,10.409989,0.359130,0,2.195122,5.670732,-1.280488,67139984,59.70
1659777285496210|G:1.024718,10.510546,0.177171,0,2.317073,5.792683,0.000000,67178280,59.70
1659777285541216|G:0.909797,10.472239,0.119710,0,2.682927,5.670732,-0.731707,67222856,59.70
1659777285579820|G:0.967257,10.390836,0.397437,0,2.134146,5.670732,0.243902,67260456,59.70
1659777285617385|G:0.799663,10.228029,0.397437,0,1.768293,5.670732,-0.548781,67297656,59.70
1659777285655948|G:1.034295,10.156203,0.651223,0,0.670732,5.914634,0.487805,67335296,59.70
1659777285695708|G:0.833182,9.849746,0.478840,0,0.000000,5.731708,0.609756,67374408,59.70
1659777285740989|G:0.814029,10.189722,0.368707,0,-1.036585,5.853659,1.585366,67419104,59.70
1659777285777360|G:0.507571,10.333375,-0.009577,0,-1.402439,6.158537,0.914634,67454864,59.70
1659777285816585|G:1.015141,10.663774,0.067038,0,-1.463415,6.463415,2.012195,67493400,59.70
1659777285864356|G:0.397437,10.658986,-0.110133,0,-0.487805,6.341464,0.487805,67539576,59.70
1659777285906264|G:1.015141,10.630256,0.177171,0,-0.060976,6.585366,2.378049,67581504,59.70
1659777285941584|G:0.363919,10.558430,-0.062249,0,0.792683,6.402439,0.548781,67616176,59.70
1659777285984156|G:0.799663,10.534488,0.009577,0,1.585366,6.524390,1.707317,67657552,59.70
1659777286023979|G:0.804452,10.491392,-0.129287,0,2.804878,6.463415,1.036585,67696744,59.70
1659777286063961|G:0.991199,10.625467,0.090980,0,3.292683,6.402439,2.134146,67736016,59.70
1659777286109596|G:0.407014,10.275913,0.296881,0,3.780488,6.463415,1.646341,67781216,59.70
1659777286144128|G:0.775721,10.563218,0.483629,0,3.048780,6.890244,2.621951,67814640,59.70
1659777286185791|G:-0.014365,10.390836,0.526724,0,2.378049,6.768293,0.365854,67856064,59.70
1659777286225684|G:0.407014,10.175357,0.344765,0,2.012195,7.012195,2.256098,67895296,59.70
1659777286263962|G:0.258574,10.390836,0.464475,0,1.097561,7.012195,0.731707,67932504,59.70
1659777286306548|G:0.316035,10.615891,0.282516,0,0.792683,7.256098,0.304878,67974736,59.70
1659777286353854|G:0.426168,10.419566,0.033519,0,0.792683,7.682927,0.365854,68021184,59.70
1659777286394846|G:0.737414,10.721235,0.162806,0,0.487805,7.987805,1.280488,68061432,59.70
1659777286438085|G:0.612916,10.457873,0.268151,0,0.853659,8.048780,0.731707,68103944,59.70
1659777286473615|G:0.435745,10.242394,0.354342,0,1.158537,7.926829,1.036585,68138848,59.70
1659777286510762|G:0.632069,10.309433,0.205901,0,1.341463,7.804878,1.463415,68175312,59.70
1659777286553592|G:0.282516,10.175357,0.201113,0,0.975610,7.621952,0.670732,68217432,59.70
1659777286593582|G:0.081403,9.940725,0.258574,0,0.914634,7.804878,0.548781,68256704,59.70
1659777286641376|G:0.579397,10.280702,0.311246,0,0.853659,7.926829,0.487805,68303664,59.70
1659777286673604|G:0.603339,10.524911,0.359130,0,0.487805,7.926829,-0.182927,68335328,59.70
1659777286714106|G:0.555455,10.266336,0.296881,0,0.426829,7.865854,0.792683,68374608,59.70
1659777286753577|G:0.407014,10.496181,0.244209,0,0.121951,7.926829,0.000000,68413880,59.70
1659777286793577|G:0.799663,10.582372,0.148441,0,0.243902,7.987805,0.426829,68453152,59.70
1659777286838091|G:0.751779,10.860099,0.062249,0,0.548781,7.804878,0.304878,68496912,59.70
1659777286881347|G:0.603339,10.462662,0.172383,0,1.036585,7.743903,0.670732,68539032,59.76
1659777286913711|G:0.354342,10.400413,0.114922,0,1.524390,7.621952,0.487805,68571200,59.76
1659777286953579|G:0.512359,10.146626,0.177171,0,2.012195,7.560976,0.853659,68610360,59.76
1659777287005188|G:0.588974,10.338163,0.201113,0,2.134146,7.439024,0.365854,68661056,59.76
1659777287041509|G:0.531513,10.146626,0.301669,0,2.195122,7.682927,0.060976,68696744,59.76
1659777287083926|G:0.497994,10.400413,0.306458,0,1.890244,7.743903,-0.060976,68738128,59.76
1659777287123901|G:0.885855,10.477027,0.263362,0,1.646341,7.865854,0.853659,68777360,59.76
1659777287163996|G:0.857124,10.558430,0.488417,0,1.158537,7.804878,0.792683,68816752,59.76
1659777287205193|G:0.603339,10.539276,0.392649,0,0.792683,7.804878,0.609756,68857544,59.76
1659777287244061|G:0.359130,10.285490,0.349553,0,0.304878,7.682927,0.426829,68895256,59.76
1659777287285512|G:0.656011,10.400413,0.272939,0,-0.182927,7.743903,0.426829,68934608,59.76
1659777287323890|G:0.804452,10.496181,0.143652,0,0.182927,7.560976,0.182927,68973840,59.76
1659777287363913|G:0.670376,10.611102,0.047884,0,0.731707,7.317073,0.060976,69013152,59.76
1659777287408462|G:0.837971,10.247183,0.105345,0,1.341463,7.317073,0.609756,69055976,59.76
1659777287442162|G:0.847547,10.290278,0.306458,0,1.524390,7.134147,0.609756,69090336,59.76
1659777287483905|G:1.091756,10.366894,0.378284,0,1.463415,6.951220,0.548781,69131048,59.76
1659777287524801|G:0.967257,10.362105,0.177171,0,1.585366,6.829268,0.609756,69170320,59.76
1659777287563912|G:0.560243,10.247183,0.225055,0,1.402439,6.768293,0.914634,69209592,59.76
1659777287605178|G:0.378284,10.122684,0.071826,0,1.219512,6.707317,0.243902,69250464,59.76
1659777287653589|G:0.823605,10.563218,0.014365,0,0.731707,6.768293,0.121951,69298048,59.76
1659777287693568|G:0.981623,10.836157,0.076614,0,0.426829,6.768293,0.121951,69337320,59.76
1659777287741645|G:0.881066,10.414778,0.248997,0,0.792683,6.768293,0.853659,69384552,59.76
1659777287782787|G:0.670376,10.146626,0.215478,0,1.280488,6.707317,0.365854,69424952,59.76
1659777287813584|G:0.694318,10.342952,0.215478,0,1.158537,6.585366,-1.219512,69455216,59.76
1659777287853594|G:1.383849,10.481815,0.143652,0,1.524390,6.402439,-0.060976,69494528,59.76
1659777287894010|G:1.063026,10.481815,0.277727,0,1.402439,6.219512,-0.548781,69533840,59.73
1659777287942501|G:1.173159,10.309433,0.210690,0,1.585366,5.975610,0.304878,69581848,59.73
1659777287980209|G:1.106121,10.251971,0.349553,0,1.646341,5.670732,0.060976,69618704,59.73
1659777288013584|G:1.216254,10.587160,0.459687,0,1.158537,5.487805,0.121951,69651696,59.73
1659777288053605|G:1.292869,10.342952,0.411803,0,0.792683,5.426829,0.914634,69691008,59.73
1659777288093600|G:0.981623,10.553641,0.134075,0,0.792683,5.487805,0.426829,69730320,59.73
1659777288141805|G:0.785298,10.290278,0.134075,0,1.036585,5.426829,0.060976,69777672,59.73
1659777288173605|G:1.211466,10.572795,0.090980,0,1.341463,5.365854,0.853659,69808912,59.73
1659777288224346|G:1.211466,10.477027,0.244209,0,1.463415,5.365854,0.670732,69858048,59.73
1659777288264163|G:1.163582,10.242394,0.560243,0,1.341463,5.426829,1.097561,69897320,59.73
1659777288309201|G:1.106121,10.189722,0.210690,0,1.463415,5.426829,0.975610,69942096,59.73
1659777288341236|G:1.173159,10.165780,0.292093,0,0.975610,5.426829,1.097561,69973568,59.73
1659777288384279|G:0.991199,10.500969,0.282516,0,0.792683,5.304878,1.097561,70015568,59.73
1659777288424317|G:1.024718,10.357317,0.392649,0,0.975610,5.426829,0.670732,70054488,59.73
1659777288464180|G:1.139640,10.457873,0.392649,0,0.853659,5.304878,0.914634,70093760,59.73
1659777288509868|G:1.192312,10.544065,0.368707,0,0.914634,5.121951,0.975610,70139200,59.73
1659777288542953|G:1.297657,10.338163,0.268151,0,1.036585,5.060976,0.914634,70171728,59.73
1659777288584178|G:1.206678,10.467450,0.464475,0,0.487805,4.817073,0.365854,70211736,59.73
1659777288627989|G:1.551443,10.658986,0.344765,0,1.402439,4.390244,0.731707,70250976,59.73
1659777288664015|G:1.498770,10.103531,0.545878,0,1.951220,4.085366,1.158537,70290400,59.73
1659777288706774|G:1.134852,10.194510,0.459687,0,1.890244,3.780488,0.060976,70332680,59.73
1659777288744126|G:1.292869,10.084377,0.746991,0,1.463415,3.658537,0.426829,70368832,59.73
1659777288784148|G:1.355118,10.362105,0.641646,0,1.341463,3.414634,0.243902,70408224,59.73
1659777288824285|G:1.493982,10.314221,0.593762,0,1.402439,3.414634,0.182927,70447456,59.73
1659777288873598|G:1.546654,10.151415,0.703895,0,0.853659,3.414634,0.609756,70496560,59.73
1659777288909692|G:1.158794,10.184934,0.670376,0,0.487805,3.414634,0.609756,70531616,59.75
1659777288953619|G:1.484405,10.524911,0.627281,0,0.243902,3.658537,1.097561,70575184,59.75
1659777288993585|G:1.283292,10.199299,0.555455,0,0.000000,3.658537,0.121951,70614456,59.75
1659777289042297|G:1.240196,10.409989,0.450110,0,0.000000,3.475610,0.121951,70662264,59.75
1659777289073599|G:1.709460,10.424355,0.665588,0,0.243902,3.353659,1.158537,70693040,59.75
1659777289113581|G:1.110910,10.165780,0.526724,0,0.609756,3.170732,0.060976,70732312,59.75
1659777289153575|G:1.517924,10.400413,0.459687,0,0.731707,3.170732,0.487805,70771624,59.75
1659777289193575|G:1.795651,10.414778,0.718261,0,0.426829,3.170732,0.609756,70810896,59.75
1659777289238340|G:1.580173,9.974244,0.550666,0,1.585366,2.987805,0.487805,70854888,59.75
1659777289281014|G:1.565808,10.429143,0.866701,0,0.731707,2.743902,0.609756,70896816,59.75
1659777289314275|G:1.656788,9.935937,0.660800,0,1.036585,2.500000,0.731707,70928792,59.75
1659777289353579|G:1.230620,10.122684,0.588974,0,0.975610,2.012195,-0.975610,70968104,59.75
1659777289394233|G:2.212242,10.472239,0.847547,0,0.365854,1.707317,0.426829,71007376,59.75
1659777289441716|G:1.656788,9.974244,0.641646,0,0.548781,1.341463,-0.792683,71054688,59.75
1659777289484012|G:1.891419,10.314221,0.732626,0,-0.121951,1.280488,-0.121951,71096024,59.75
1659777289523925|G:2.054225,10.409989,0.632069,0,-0.121951,0.914634,-0.548781,71135064,59.75
1659777289563915|G:2.068590,10.218452,0.656011,0,-0.121951,0.548781,-0.365854,71174376,59.75
1659777289604170|G:1.742979,10.405201,0.584185,0,0.060976,0.365854,-1.097561,71213960,59.75
1659777289637424|G:2.255338,10.357317,0.651223,0,0.487805,0.304878,0.243902,71246912,59.75
1659777289683966|G:1.819593,10.084377,0.718261,0,0.609756,0.121951,-0.792683,71292464,59.75
1659777289725604|G:2.274492,10.218452,0.612916,0,0.426829,0.060976,0.914634,71331584,59.75
1659777289763917|G:2.044648,10.060435,0.569820,0,0.426829,0.060976,0.731707,71370856,59.75
1659777289804227|G:1.709460,10.251971,0.646434,0,0.121951,0.121951,0.548781,71410480,59.75
1659777289840783|G:2.049437,10.189722,0.775721,0,0.121951,0.243902,1.280488,71446712,59.75
1659777289884848|G:1.805228,10.333375,0.526724,0,0.121951,0.121951,0.243902,71488792,59.75
1659777289924302|G:1.584962,10.232818,0.703895,0,0.121951,0.243902,0.609756,71528104,59.77
1659777289969451|G:1.819593,10.242394,0.632069,0,-0.060976,0.304878,0.792683,71567344,59.77
1659777290005494|G:1.709460,10.084377,0.656011,0,-0.243902,0.243902,-0.182927,71608528,59.77
1659777290044048|G:1.891419,10.386047,0.497994,0,0.243902,0.182927,0.304878,71645968,59.77
1659777290093587|G:1.877054,10.017340,0.718261,0,0.609756,0.365854,0.000000,71695064,59.77
1659777290141169|G:2.059013,10.146626,0.847547,0,0.060976,0.304878,0.365854,71741824,59.77
1659777290184371|G:1.982399,10.050858,0.794875,0,0.121951,0.426829,0.487805,71783872,59.77
1659777290213588|G:1.829170,10.189722,0.608127,0,-0.121951,0.243902,0.243902,71812960,59.77
1659777290253597|G:2.073379,10.194510,0.861913,0,-0.609756,0.426829,1.341463,71852272,59.77
1659777290293587|G:2.030283,10.218452,0.737414,0,-0.487805,0.304878,1.158537,71891544,59.77
1659777290342867|G:1.881842,10.122684,0.665588,0,-0.548781,0.365854,1.402439,71939944,59.77
1659777290374246|G:1.446098,10.103531,0.703895,0,-1.158537,0.304878,0.731707,71970752,59.77
1659777290414742|G:1.757344,10.285490,0.526724,0,-0.792683,0.426829,0.731707,72010576,59.77
1659777290453583|G:2.183512,10.251971,0.507571,0,-0.487805,0.487805,1.402439,72048720,59.77
1659777290493591|G:1.671153,10.266336,0.469264,0,0.060976,0.609756,0.853659,72088032,59.77
